Reads	Bases	FileName	Process
1637582	247274882	W71_D5_qc_1.fastq	quality_filter
166243	25102693	W72_D1_qc_1.fastq	quality_filter
716546	108198446	W72_D5_qc_1.fastq	quality_filter
26085	3938835	W73_D1_qc_1.fastq	quality_filter
1288301	194533451	W73_D5_qc_1.fastq	quality_filter
224382	33881682	W74_D1_qc_1.fastq	quality_filter
1518539	229299389	W74_D5_qc_1.fastq	quality_filter
1257006	189807906	W75_D1_qc_1.fastq	quality_filter
1633381	246640531	W75_D5_qc_1.fastq	quality_filter
1161270	175351770	W7_D1_qc_1.fastq	quality_filter
1257194	189836294	W7_D5_qc_1.fastq	quality_filter
1407010	212458510	W82_D1_qc_1.fastq	quality_filter
1806605	272797355	W82_D5_qc_1.fastq	quality_filter
739502	111664802	W83_D1_qc_1.fastq	quality_filter
978318	147726018	W83_D5_qc_1.fastq	quality_filter
1564090	236177590	W84_D1_qc_1.fastq	quality_filter
1605760	242469760	W84_D5_qc_1.fastq	quality_filter
402304	60747904	W85_D1_qc_1.fastq	quality_filter
1803642	272349942	W85_D5_qc_1.fastq	quality_filter
1112085	167924835	W86_D1_qc_1.fastq	quality_filter
2101532	317331332	W86_D5_qc_1.fastq	quality_filter
1255370	189560870	W87_D1_qc_1.fastq	quality_filter
1235920	186623920	W87_D5_qc_1.fastq	quality_filter
1736847	262263897	W88_D5_qc_1.fastq	quality_filter
1830814	276452914	W89_D5_qc_1.fastq	quality_filter
875753	132238703	W8_D1_qc_1.fastq	quality_filter
1396386	210854286	W8_D5_qc_1.fastq	quality_filter
1542402	232902702	W90_D5_qc_1.fastq	quality_filter
798566	120583466	W91_D5_qc_1.fastq	quality_filter
1322470	199692970	W92_D5_qc_1.fastq	quality_filter
1628679	245930529	W93_D5_qc_1.fastq	quality_filter
1213779	183280629	W9_D1_qc_1.fastq	quality_filter
1310878	197942578	W9_D5_qc_1.fastq	quality_filter
1535649	231882999	Wound_prelim_Virome_1_qc_1.fastq	quality_filter
358118	54075818	Wound_prelim_Virome_2_qc_1.fastq	quality_filter
507533	76637483	Wound_prelim_Virome_3_qc_1.fastq	quality_filter
6513	983463	ZYMO_microprep_reagents_qc_1.fastq	quality_filter
1407864	212587464	ZYMO_Standard_qc_1.fastq	quality_filter
1394393	210553343	ASM_10_qc_decon_pe.1.fastq	decon
1394393	210553343	ASM_10_qc_decon_pe.2.fastq	decon
66261	10005411	ASM_10_qc_decon_se.fastq	decon
848406	128109306	ASM_11_qc_decon_pe.1.fastq	decon
848406	128109306	ASM_11_qc_decon_pe.2.fastq	decon
36932	5576732	ASM_11_qc_decon_se.fastq	decon
1589963	240084413	ASM_12_qc_decon_pe.1.fastq	decon
1589963	240084413	ASM_12_qc_decon_pe.2.fastq	decon
63272	9554072	ASM_12_qc_decon_se.fastq	decon
318623	48112073	ASM_13_qc_decon_pe.1.fastq	decon
318623	48112073	ASM_13_qc_decon_pe.2.fastq	decon
14029	2118379	ASM_13_qc_decon_se.fastq	decon
1371481	207093631	ASM_14_qc_decon_pe.1.fastq	decon
1371481	207093631	ASM_14_qc_decon_pe.2.fastq	decon
53735	8113985	ASM_14_qc_decon_se.fastq	decon
1200475	181271725	ASM_15_qc_decon_pe.1.fastq	decon
1200475	181271725	ASM_15_qc_decon_pe.2.fastq	decon
56639	8552489	ASM_15_qc_decon_se.fastq	decon
252939	38193789	ASM_16_qc_decon_pe.1.fastq	decon
252939	38193789	ASM_16_qc_decon_pe.2.fastq	decon
9972	1505772	ASM_16_qc_decon_se.fastq	decon
1394655	210592905	ASM_17_qc_decon_pe.1.fastq	decon
1394655	210592905	ASM_17_qc_decon_pe.2.fastq	decon
66285	10009035	ASM_17_qc_decon_se.fastq	decon
1134126	171253026	ASM_18_qc_decon_pe.1.fastq	decon
1134126	171253026	ASM_18_qc_decon_pe.2.fastq	decon
56107	8472157	ASM_18_qc_decon_se.fastq	decon
1541587	232779637	ASM_19_qc_decon_pe.1.fastq	decon
1541587	232779637	ASM_19_qc_decon_pe.2.fastq	decon
78362	11832662	ASM_19_qc_decon_se.fastq	decon
1078635	162873885	ASM_1_qc_decon_pe.1.fastq	decon
1078635	162873885	ASM_1_qc_decon_pe.2.fastq	decon
49244	7435844	ASM_1_qc_decon_se.fastq	decon
1010175	152536425	ASM_20_qc_decon_pe.1.fastq	decon
1010175	152536425	ASM_20_qc_decon_pe.2.fastq	decon
64261	9703411	ASM_20_qc_decon_se.fastq	decon
30679	4632529	ASM_21_qc_decon_pe.1.fastq	decon
30679	4632529	ASM_21_qc_decon_pe.2.fastq	decon
946	142846	ASM_21_qc_decon_se.fastq	decon
1294611	195486261	ASM_22_qc_decon_pe.1.fastq	decon
1294611	195486261	ASM_22_qc_decon_pe.2.fastq	decon
57722	8716022	ASM_22_qc_decon_se.fastq	decon
1142992	172591792	ASM_23_qc_decon_pe.1.fastq	decon
1142992	172591792	ASM_23_qc_decon_pe.2.fastq	decon
40293	6084243	ASM_23_qc_decon_se.fastq	decon
1072646	161969546	ASM_24_qc_decon_pe.1.fastq	decon
1072646	161969546	ASM_24_qc_decon_pe.2.fastq	decon
51268	7741468	ASM_24_qc_decon_se.fastq	decon
5306	801206	ASM_25_qc_decon_pe.1.fastq	decon
5306	801206	ASM_25_qc_decon_pe.2.fastq	decon
551	83201	ASM_25_qc_decon_se.fastq	decon
8163	1232613	ASM_26_qc_decon_pe.1.fastq	decon
8163	1232613	ASM_26_qc_decon_pe.2.fastq	decon
1028	155228	ASM_26_qc_decon_se.fastq	decon
98011	14799661	ASM_27_qc_decon_pe.1.fastq	decon
98011	14799661	ASM_27_qc_decon_pe.2.fastq	decon
2627	396677	ASM_27_qc_decon_se.fastq	decon
957525	144586275	ASM_28_qc_decon_pe.1.fastq	decon
957525	144586275	ASM_28_qc_decon_pe.2.fastq	decon
44333	6694283	ASM_28_qc_decon_se.fastq	decon
1425875	215307125	ASM_29_qc_decon_pe.1.fastq	decon
1425875	215307125	ASM_29_qc_decon_pe.2.fastq	decon
63869	9644219	ASM_29_qc_decon_se.fastq	decon
1243658	187792358	ASM_2_qc_decon_pe.1.fastq	decon
1243658	187792358	ASM_2_qc_decon_pe.2.fastq	decon
65332	9865132	ASM_2_qc_decon_se.fastq	decon
969120	146337120	ASM_30_qc_decon_pe.1.fastq	decon
969120	146337120	ASM_30_qc_decon_pe.2.fastq	decon
51644	7798244	ASM_30_qc_decon_se.fastq	decon
8230	1242730	ASM_31_qc_decon_pe.1.fastq	decon
8230	1242730	ASM_31_qc_decon_pe.2.fastq	decon
1057	159607	ASM_31_qc_decon_se.fastq	decon
1488593	224777543	ASM_32_qc_decon_pe.1.fastq	decon
1488593	224777543	ASM_32_qc_decon_pe.2.fastq	decon
56979	8603829	ASM_32_qc_decon_se.fastq	decon
792753	119705703	ASM_33_qc_decon_pe.1.fastq	decon
792753	119705703	ASM_33_qc_decon_pe.2.fastq	decon
40712	6147512	ASM_33_qc_decon_se.fastq	decon
1329985	200827735	ASM_34_qc_decon_pe.1.fastq	decon
1329985	200827735	ASM_34_qc_decon_pe.2.fastq	decon
70724	10679324	ASM_34_qc_decon_se.fastq	decon
291251	43978901	ASM_35_qc_decon_pe.1.fastq	decon
291251	43978901	ASM_35_qc_decon_pe.2.fastq	decon
12026	1815926	ASM_35_qc_decon_se.fastq	decon
1284783	194002233	ASM_36_qc_decon_pe.1.fastq	decon
1284783	194002233	ASM_36_qc_decon_pe.2.fastq	decon
78351	11831001	ASM_36_qc_decon_se.fastq	decon
1200401	181260551	ASM_37_qc_decon_pe.1.fastq	decon
1200401	181260551	ASM_37_qc_decon_pe.2.fastq	decon
69080	10431080	ASM_37_qc_decon_se.fastq	decon
867065	130926815	ASM_38_qc_decon_pe.1.fastq	decon
867065	130926815	ASM_38_qc_decon_pe.2.fastq	decon
40775	6157025	ASM_38_qc_decon_se.fastq	decon
1429839	215905689	ASM_39_qc_decon_pe.1.fastq	decon
1429839	215905689	ASM_39_qc_decon_pe.2.fastq	decon
61817	9334367	ASM_39_qc_decon_se.fastq	decon
539633	81484583	ASM_3_qc_decon_pe.1.fastq	decon
539633	81484583	ASM_3_qc_decon_pe.2.fastq	decon
14438	2180138	ASM_3_qc_decon_se.fastq	decon
391650	59139150	ASM_40_qc_decon_pe.1.fastq	decon
391650	59139150	ASM_40_qc_decon_pe.2.fastq	decon
17129	2586479	ASM_40_qc_decon_se.fastq	decon
1527181	230604331	ASM_41_qc_decon_pe.1.fastq	decon
1527181	230604331	ASM_41_qc_decon_pe.2.fastq	decon
99544	15031144	ASM_41_qc_decon_se.fastq	decon
989165	149363915	ASM_42_qc_decon_pe.1.fastq	decon
989165	149363915	ASM_42_qc_decon_pe.2.fastq	decon
57301	8652451	ASM_42_qc_decon_se.fastq	decon
1223341	184724491	ASM_43_qc_decon_pe.1.fastq	decon
1223341	184724491	ASM_43_qc_decon_pe.2.fastq	decon
62296	9406696	ASM_43_qc_decon_se.fastq	decon
1619489	244542839	ASM_44_qc_decon_pe.1.fastq	decon
1619489	244542839	ASM_44_qc_decon_pe.2.fastq	decon
99844	15076444	ASM_44_qc_decon_se.fastq	decon
386623	58380073	ASM_45_qc_decon_pe.1.fastq	decon
386623	58380073	ASM_45_qc_decon_pe.2.fastq	decon
16779	2533629	ASM_45_qc_decon_se.fastq	decon
1320372	199376172	ASM_46_qc_decon_pe.1.fastq	decon
1320372	199376172	ASM_46_qc_decon_pe.2.fastq	decon
80063	12089513	ASM_46_qc_decon_se.fastq	decon
1279976	193276376	ASM_47_qc_decon_pe.1.fastq	decon
1279976	193276376	ASM_47_qc_decon_pe.2.fastq	decon
71120	10739120	ASM_47_qc_decon_se.fastq	decon
1040640	157136640	ASM_48_qc_decon_pe.1.fastq	decon
1040640	157136640	ASM_48_qc_decon_pe.2.fastq	decon
37726	5696626	ASM_48_qc_decon_se.fastq	decon
1258000	189958000	ASM_49_qc_decon_pe.1.fastq	decon
1258000	189958000	ASM_49_qc_decon_pe.2.fastq	decon
68210	10299710	ASM_49_qc_decon_se.fastq	decon
1537701	232192851	ASM_4_qc_decon_pe.1.fastq	decon
1537701	232192851	ASM_4_qc_decon_pe.2.fastq	decon
86705	13092455	ASM_4_qc_decon_se.fastq	decon
932575	140818825	ASM_50_qc_decon_pe.1.fastq	decon
932575	140818825	ASM_50_qc_decon_pe.2.fastq	decon
102620	15495620	ASM_50_qc_decon_se.fastq	decon
1275952	192668752	ASM_51_qc_decon_pe.1.fastq	decon
1275952	192668752	ASM_51_qc_decon_pe.2.fastq	decon
64326	9713226	ASM_51_qc_decon_se.fastq	decon
1273008	192224208	ASM_52_qc_decon_pe.1.fastq	decon
1273008	192224208	ASM_52_qc_decon_pe.2.fastq	decon
78630	11873130	ASM_52_qc_decon_se.fastq	decon
1092999	165042849	ASM_53_qc_decon_pe.1.fastq	decon
1092999	165042849	ASM_53_qc_decon_pe.2.fastq	decon
42386	6400286	ASM_53_qc_decon_se.fastq	decon
987517	149115067	ASM_54_qc_decon_pe.1.fastq	decon
987517	149115067	ASM_54_qc_decon_pe.2.fastq	decon
50621	7643771	ASM_54_qc_decon_se.fastq	decon
132456	20000856	ASM_55_qc_decon_pe.1.fastq	decon
132456	20000856	ASM_55_qc_decon_pe.2.fastq	decon
6233	941183	ASM_55_qc_decon_se.fastq	decon
1098798	165918498	ASM_56_qc_decon_pe.1.fastq	decon
1098798	165918498	ASM_56_qc_decon_pe.2.fastq	decon
69526	10498426	ASM_56_qc_decon_se.fastq	decon
952705	143858455	ASM_57_qc_decon_pe.1.fastq	decon
952705	143858455	ASM_57_qc_decon_pe.2.fastq	decon
56311	8502961	ASM_57_qc_decon_se.fastq	decon
238453	36006403	ASM_5_qc_decon_pe.1.fastq	decon
238453	36006403	ASM_5_qc_decon_pe.2.fastq	decon
10077	1521627	ASM_5_qc_decon_se.fastq	decon
1401306	211597206	ASM_6_qc_decon_pe.1.fastq	decon
1401306	211597206	ASM_6_qc_decon_pe.2.fastq	decon
66266	10006166	ASM_6_qc_decon_se.fastq	decon
4243	640693	ASM_7_qc_decon_pe.1.fastq	decon
4243	640693	ASM_7_qc_decon_pe.2.fastq	decon
461	69611	ASM_7_qc_decon_se.fastq	decon
58322	8806622	ASM_8_qc_decon_pe.1.fastq	decon
58322	8806622	ASM_8_qc_decon_pe.2.fastq	decon
2211	333861	ASM_8_qc_decon_se.fastq	decon
4788	722988	ASM_9_qc_decon_pe.1.fastq	decon
4788	722988	ASM_9_qc_decon_pe.2.fastq	decon
645	97395	ASM_9_qc_decon_se.fastq	decon
30111	4546761	BHI_blank_qc_decon_pe.1.fastq	decon
30111	4546761	BHI_blank_qc_decon_pe.2.fastq	decon
2595	391845	BHI_blank_qc_decon_se.fastq	decon
1851939	279642789	HM611_qc_decon_pe.1.fastq	decon
1851939	279642789	HM611_qc_decon_pe.2.fastq	decon
97602	14737902	HM611_qc_decon_se.fastq	decon
2516816	380039216	HM681_qc_decon_pe.1.fastq	decon
2516816	380039216	HM681_qc_decon_pe.2.fastq	decon
187865	28367615	HM681_qc_decon_se.fastq	decon
1231894	186015994	JKid_qc_decon_pe.1.fastq	decon
1231894	186015994	JKid_qc_decon_pe.2.fastq	decon
74458	11243158	JKid_qc_decon_se.fastq	decon
1373010	207324510	JMother_qc_decon_pe.1.fastq	decon
1373010	207324510	JMother_qc_decon_pe.2.fastq	decon
81059	12239909	JMother_qc_decon_se.fastq	decon
2500	377500	Library_reagents_1_qc_decon_pe.1.fastq	decon
2500	377500	Library_reagents_1_qc_decon_pe.2.fastq	decon
230	34730	Library_reagents_1_qc_decon_se.fastq	decon
3457	522007	Library_reagents_2_qc_decon_pe.1.fastq	decon
3457	522007	Library_reagents_2_qc_decon_pe.2.fastq	decon
405	61155	Library_reagents_2_qc_decon_se.fastq	decon
2158755	325972005	Mock_1_qc_decon_pe.1.fastq	decon
2158755	325972005	Mock_1_qc_decon_pe.2.fastq	decon
151694	22905794	Mock_1_qc_decon_se.fastq	decon
257995	38957170	Mock_2_qc_decon_pe.1.fastq	decon
257995	38957170	Mock_2_qc_decon_pe.2.fastq	decon
0	0	Mock_2_qc_decon_se.fastq	decon
2273837	343349387	Mock_3_qc_decon_pe.1.fastq	decon
2273837	343349387	Mock_3_qc_decon_pe.2.fastq	decon
163009	24614359	Mock_3_qc_decon_se.fastq	decon
8281	1250431	Mock_4_qc_decon_pe.1.fastq	decon
8281	1250431	Mock_4_qc_decon_pe.2.fastq	decon
831	125481	Mock_4_qc_decon_se.fastq	decon
3014082	455126382	Mock_5_qc_decon_pe.1.fastq	decon
3014082	455126382	Mock_5_qc_decon_pe.2.fastq	decon
209186	31587086	Mock_5_qc_decon_se.fastq	decon
2459761	371423911	Mock_6_qc_decon_pe.1.fastq	decon
2459761	371423911	Mock_6_qc_decon_pe.2.fastq	decon
153641	23199791	Mock_6_qc_decon_se.fastq	decon
5817	878367	SP7524_full_qc_decon_pe.1.fastq	decon
5817	878367	SP7524_full_qc_decon_pe.2.fastq	decon
628	94828	SP7524_full_qc_decon_se.fastq	decon
406031	61310681	SP7524_noHL_qc_decon_pe.1.fastq	decon
406031	61310681	SP7524_noHL_qc_decon_pe.2.fastq	decon
7922	1196222	SP7524_noHL_qc_decon_se.fastq	decon
196133	29616083	SP7524_virome_qc_decon_pe.1.fastq	decon
196133	29616083	SP7524_virome_qc_decon_pe.2.fastq	decon
6176	932576	SP7524_virome_qc_decon_se.fastq	decon
786886	118819786	SP8704_full_qc_decon_pe.1.fastq	decon
786886	118819786	SP8704_full_qc_decon_pe.2.fastq	decon
48137	7268687	SP8704_full_qc_decon_se.fastq	decon
179338	27080038	SP8704_noHL_qc_decon_pe.1.fastq	decon
179338	27080038	SP8704_noHL_qc_decon_pe.2.fastq	decon
5407	816457	SP8704_noHL_qc_decon_se.fastq	decon
6867	1036917	SP8704_virome_qc_decon_pe.1.fastq	decon
6867	1036917	SP8704_virome_qc_decon_pe.2.fastq	decon
706	106606	SP8704_virome_qc_decon_se.fastq	decon
404201	61034351	SP8734_full_qc_decon_pe.1.fastq	decon
404201	61034351	SP8734_full_qc_decon_pe.2.fastq	decon
11325	1710075	SP8734_full_qc_decon_se.fastq	decon
4514	681614	SP8734_noHL_qc_decon_pe.1.fastq	decon
4514	681614	SP8734_noHL_qc_decon_pe.2.fastq	decon
476	71876	SP8734_noHL_qc_decon_se.fastq	decon
6556	989956	SP8734_virome_qc_decon_pe.1.fastq	decon
6556	989956	SP8734_virome_qc_decon_pe.2.fastq	decon
772	116572	SP8734_virome_qc_decon_se.fastq	decon
953213	143935163	SP8892_full_qc_decon_pe.1.fastq	decon
953213	143935163	SP8892_full_qc_decon_pe.2.fastq	decon
47858	7226558	SP8892_full_qc_decon_se.fastq	decon
512335	77362585	SP8892_noHL_qc_decon_pe.1.fastq	decon
512335	77362585	SP8892_noHL_qc_decon_pe.2.fastq	decon
12483	1884933	SP8892_noHL_qc_decon_se.fastq	decon
268131	40487781	SP9829_noHL_qc_decon_pe.1.fastq	decon
268131	40487781	SP9829_noHL_qc_decon_pe.2.fastq	decon
7257	1095807	SP9829_noHL_qc_decon_se.fastq	decon
13115	1980365	SP9829_virome_qc_decon_pe.1.fastq	decon
13115	1980365	SP9829_virome_qc_decon_pe.2.fastq	decon
1079	162929	SP9829_virome_qc_decon_se.fastq	decon
1601734	241861834	SPIT_JP_1_qc_decon_pe.1.fastq	decon
1601734	241861834	SPIT_JP_1_qc_decon_pe.2.fastq	decon
97934	14788034	SPIT_JP_1_qc_decon_se.fastq	decon
1775168	268050368	SPIT_JP_2_qc_decon_pe.1.fastq	decon
1775168	268050368	SPIT_JP_2_qc_decon_pe.2.fastq	decon
114184	17241784	SPIT_JP_2_qc_decon_se.fastq	decon
422857	63851407	SPIT_JP_3_qc_decon_pe.1.fastq	decon
422857	63851407	SPIT_JP_3_qc_decon_pe.2.fastq	decon
28957	4372507	SPIT_JP_3_qc_decon_se.fastq	decon
1442845	217869595	SPIT_JP_4_qc_decon_pe.1.fastq	decon
1442845	217869595	SPIT_JP_4_qc_decon_pe.2.fastq	decon
85953	12978903	SPIT_JP_4_qc_decon_se.fastq	decon
1102315	166449565	SPIT_JP_5_qc_decon_pe.1.fastq	decon
1102315	166449565	SPIT_JP_5_qc_decon_pe.2.fastq	decon
65776	9932176	SPIT_JP_5_qc_decon_se.fastq	decon
5293	799243	SPIT_JP_6_qc_decon_pe.1.fastq	decon
5293	799243	SPIT_JP_6_qc_decon_pe.2.fastq	decon
607	91657	SPIT_JP_6_qc_decon_se.fastq	decon
1059616	160002016	SPIT_JP_7_qc_decon_pe.1.fastq	decon
1059616	160002016	SPIT_JP_7_qc_decon_pe.2.fastq	decon
58350	8810850	SPIT_JP_7_qc_decon_se.fastq	decon
646406	97607306	SPIT_JP_8_qc_decon_pe.1.fastq	decon
646406	97607306	SPIT_JP_8_qc_decon_pe.2.fastq	decon
36201	5466351	SPIT_JP_8_qc_decon_se.fastq	decon
505419	76318269	SPIT_JP_9_qc_decon_pe.1.fastq	decon
505419	76318269	SPIT_JP_9_qc_decon_pe.2.fastq	decon
25799	3895649	SPIT_JP_9_qc_decon_se.fastq	decon
26584	4014184	SPIT_JP_VIROME_1_qc_decon_pe.1.fastq	decon
26584	4014184	SPIT_JP_VIROME_1_qc_decon_pe.2.fastq	decon
1044	157644	SPIT_JP_VIROME_1_qc_decon_se.fastq	decon
360625	54454375	SPIT_JP_VIROME_2_qc_decon_pe.1.fastq	decon
360625	54454375	SPIT_JP_VIROME_2_qc_decon_pe.2.fastq	decon
9993	1508943	SPIT_JP_VIROME_2_qc_decon_se.fastq	decon
1272201	192102351	SPIT_JP_VIROME_3_qc_decon_pe.1.fastq	decon
1272201	192102351	SPIT_JP_VIROME_3_qc_decon_pe.2.fastq	decon
49635	7494885	SPIT_JP_VIROME_3_qc_decon_se.fastq	decon
1409156	212782556	SPIT_TG_1_qc_decon_pe.1.fastq	decon
1409156	212782556	SPIT_TG_1_qc_decon_pe.2.fastq	decon
80694	12184794	SPIT_TG_1_qc_decon_se.fastq	decon
1272217	192104767	SPIT_TG_2_qc_decon_pe.1.fastq	decon
1272217	192104767	SPIT_TG_2_qc_decon_pe.2.fastq	decon
55748	8417948	SPIT_TG_2_qc_decon_se.fastq	decon
1177858	177856558	SPIT_TG_3_qc_decon_pe.1.fastq	decon
1177858	177856558	SPIT_TG_3_qc_decon_pe.2.fastq	decon
63291	9556941	SPIT_TG_3_qc_decon_se.fastq	decon
8776	1325176	SPIT_TG_4_qc_decon_pe.1.fastq	decon
8776	1325176	SPIT_TG_4_qc_decon_pe.2.fastq	decon
948	143148	SPIT_TG_4_qc_decon_se.fastq	decon
1106274	167047374	SPIT_TG_5_qc_decon_pe.1.fastq	decon
1106274	167047374	SPIT_TG_5_qc_decon_pe.2.fastq	decon
59034	8914134	SPIT_TG_5_qc_decon_se.fastq	decon
1509856	227988256	SPIT_TG_6_qc_decon_pe.1.fastq	decon
1509856	227988256	SPIT_TG_6_qc_decon_pe.2.fastq	decon
97491	14721141	SPIT_TG_6_qc_decon_se.fastq	decon
1089099	164453949	SPIT_TG_7_qc_decon_pe.1.fastq	decon
1089099	164453949	SPIT_TG_7_qc_decon_pe.2.fastq	decon
71592	10810392	SPIT_TG_7_qc_decon_se.fastq	decon
492526	74371426	SPIT_TG_8_qc_decon_pe.1.fastq	decon
492526	74371426	SPIT_TG_8_qc_decon_pe.2.fastq	decon
25421	3838571	SPIT_TG_8_qc_decon_se.fastq	decon
1278142	192999442	SPIT_TGnew_Virome_1_qc_decon_pe.1.fastq	decon
1278142	192999442	SPIT_TGnew_Virome_1_qc_decon_pe.2.fastq	decon
32486	4905386	SPIT_TGnew_Virome_1_qc_decon_se.fastq	decon
3905	589655	SPIT_TGnew_Virome_2_qc_decon_pe.1.fastq	decon
3905	589655	SPIT_TGnew_Virome_2_qc_decon_pe.2.fastq	decon
352	53152	SPIT_TGnew_Virome_2_qc_decon_se.fastq	decon
7030	1061530	SPIT_TGnew_Virome_3_qc_decon_pe.1.fastq	decon
7030	1061530	SPIT_TGnew_Virome_3_qc_decon_pe.2.fastq	decon
545	82295	SPIT_TGnew_Virome_3_qc_decon_se.fastq	decon
105465	15925215	SPIT_TG_Virome_1_qc_decon_pe.1.fastq	decon
105465	15925215	SPIT_TG_Virome_1_qc_decon_pe.2.fastq	decon
3224	486824	SPIT_TG_Virome_1_qc_decon_se.fastq	decon
258912	39095712	SPIT_TG_Virome_2_qc_decon_pe.1.fastq	decon
258912	39095712	SPIT_TG_Virome_2_qc_decon_pe.2.fastq	decon
7532	1137332	SPIT_TG_Virome_2_qc_decon_se.fastq	decon
552209	83383559	SPIT_TG_Virome_3_qc_decon_pe.1.fastq	decon
552209	83383559	SPIT_TG_Virome_3_qc_decon_pe.2.fastq	decon
14517	2192067	SPIT_TG_Virome_3_qc_decon_se.fastq	decon
0	0	Undetermined_qc_decon_pe.1.fastq	decon
0	0	Undetermined_qc_decon_pe.2.fastq	decon
0	0	Undetermined_qc_decon_se.fastq	decon
5151	777801	W100_D1_qc_decon_pe.1.fastq	decon
5151	777801	W100_D1_qc_decon_pe.2.fastq	decon
569	85919	W100_D1_qc_decon_se.fastq	decon
1630406	246191306	W100_D5_qc_decon_pe.1.fastq	decon
1630406	246191306	W100_D5_qc_decon_pe.2.fastq	decon
141803	21412253	W100_D5_qc_decon_se.fastq	decon
1600946	241742846	W101_D1_qc_decon_pe.1.fastq	decon
1600946	241742846	W101_D1_qc_decon_pe.2.fastq	decon
133168	20108368	W101_D1_qc_decon_se.fastq	decon
931924	140720524	W101_D5_qc_decon_pe.1.fastq	decon
931924	140720524	W101_D5_qc_decon_pe.2.fastq	decon
65557	9899107	W101_D5_qc_decon_se.fastq	decon
2128881	321461031	W102_D1_qc_decon_pe.1.fastq	decon
2128881	321461031	W102_D1_qc_decon_pe.2.fastq	decon
183810	27755310	W102_D1_qc_decon_se.fastq	decon
916456	138384856	W102_D5_qc_decon_pe.1.fastq	decon
916456	138384856	W102_D5_qc_decon_pe.2.fastq	decon
55794	8424894	W102_D5_qc_decon_se.fastq	decon
2269619	342712469	W103_D1_qc_decon_pe.1.fastq	decon
2269619	342712469	W103_D1_qc_decon_pe.2.fastq	decon
142680	21544680	W103_D1_qc_decon_se.fastq	decon
794000	119894000	W103_D5_qc_decon_pe.1.fastq	decon
794000	119894000	W103_D5_qc_decon_pe.2.fastq	decon
37844	5714444	W103_D5_qc_decon_se.fastq	decon
1156231	174590881	W104_D1_qc_decon_pe.1.fastq	decon
1156231	174590881	W104_D1_qc_decon_pe.2.fastq	decon
65223	9848673	W104_D1_qc_decon_se.fastq	decon
808014	122010114	W104_D5_qc_decon_pe.1.fastq	decon
808014	122010114	W104_D5_qc_decon_pe.2.fastq	decon
46500	7021500	W104_D5_qc_decon_se.fastq	decon
2527280	381619280	W105_D1_qc_decon_pe.1.fastq	decon
2527280	381619280	W105_D1_qc_decon_pe.2.fastq	decon
169121	25537271	W105_D1_qc_decon_se.fastq	decon
421721	63679871	W105_D5_qc_decon_pe.1.fastq	decon
421721	63679871	W105_D5_qc_decon_pe.2.fastq	decon
16872	2547672	W105_D5_qc_decon_se.fastq	decon
1374976	207621376	W106_D1_qc_decon_pe.1.fastq	decon
1374976	207621376	W106_D1_qc_decon_pe.2.fastq	decon
110720	16718720	W106_D1_qc_decon_se.fastq	decon
336941	50878091	W106_D5_qc_decon_pe.1.fastq	decon
336941	50878091	W106_D5_qc_decon_pe.2.fastq	decon
16691	2520341	W106_D5_qc_decon_se.fastq	decon
7899	1192749	W107_D1_qc_decon_pe.1.fastq	decon
7899	1192749	W107_D1_qc_decon_pe.2.fastq	decon
954	144054	W107_D1_qc_decon_se.fastq	decon
1271308	191967508	W107_D5_qc_decon_pe.1.fastq	decon
1271308	191967508	W107_D5_qc_decon_pe.2.fastq	decon
97331	14696981	W107_D5_qc_decon_se.fastq	decon
2081215	314263465	W108_D1_qc_decon_pe.1.fastq	decon
2081215	314263465	W108_D1_qc_decon_pe.2.fastq	decon
172128	25991328	W108_D1_qc_decon_se.fastq	decon
82047	12389097	W108_D5_qc_decon_pe.1.fastq	decon
82047	12389097	W108_D5_qc_decon_pe.2.fastq	decon
6270	946770	W108_D5_qc_decon_se.fastq	decon
342842	51769142	W10_D1_qc_decon_pe.1.fastq	decon
342842	51769142	W10_D1_qc_decon_pe.2.fastq	decon
21361	3225511	W10_D1_qc_decon_se.fastq	decon
1583864	239163464	W10_D5_qc_decon_pe.1.fastq	decon
1583864	239163464	W10_D5_qc_decon_pe.2.fastq	decon
128790	19447290	W10_D5_qc_decon_se.fastq	decon
1589620	240032620	W110_D5_qc_decon_pe.1.fastq	decon
1589620	240032620	W110_D5_qc_decon_pe.2.fastq	decon
139799	21109649	W110_D5_qc_decon_se.fastq	decon
1104102	166719402	W114_D5_qc_decon_pe.1.fastq	decon
1104102	166719402	W114_D5_qc_decon_pe.2.fastq	decon
80244	12116844	W114_D5_qc_decon_se.fastq	decon
2656191	401084841	W115_D1_qc_decon_pe.1.fastq	decon
2656191	401084841	W115_D1_qc_decon_pe.2.fastq	decon
185650	28033150	W115_D1_qc_decon_se.fastq	decon
1853343	279854793	W115_D5_qc_decon_pe.1.fastq	decon
1853343	279854793	W115_D5_qc_decon_pe.2.fastq	decon
163353	24666303	W115_D5_qc_decon_se.fastq	decon
1501183	226678633	W116_D1_qc_decon_pe.1.fastq	decon
1501183	226678633	W116_D1_qc_decon_pe.2.fastq	decon
108432	16373232	W116_D1_qc_decon_se.fastq	decon
1635379	246942229	W116_D5_qc_decon_pe.1.fastq	decon
1635379	246942229	W116_D5_qc_decon_pe.2.fastq	decon
157742	23819042	W116_D5_qc_decon_se.fastq	decon
2404670	363105170	W117_D1_qc_decon_pe.1.fastq	decon
